filename,decision,website
123atozremodeling_com.png,LEAD,123atozremodeling.com
1stclassroofingincfl_com.png,REJECTED,1stclassroofingincfl.com
1stopsod_com.png,REJECTED,1stopsod.com
1stresponseairconditioning_com__utm_source_google_.png,REJECTED,1stresponseairconditioning.com..utm.source.google.
1tomplumber_com_lakeland_fl.png,REJECTED,1tomplumber.com.lakeland.fl
247electricianmiami_com.png,REJECTED,247electricianmiami.com
24electricservice_com.png,REJECTED,24electricservice.com
2fast2repairautosolutions_com.png,LEAD,2fast2repairautosolutions.com
3lmroofcleaningorlando_com.png,LEAD,3lmroofcleaningorlando.com
3mg_com.png,REJECTED,3mg.com
4acnow_com.png,REJECTED,4acnow.com
4seasonsroofers_com.png,REJECTED,4seasonsroofers.com
4starplumbing_com__utm_source_google_utm_medium_or.png,REJECTED,4starplumbing.com..utm.source.google.utm.medium.or
5starsusa_com.png,REJECTED,5starsusa.com
7proservices_com.png,REJECTED,7proservices.com
a1serviceplumbing_com.png,REJECTED,a1serviceplumbing.com
abbottsplumbingfl_com.png,REJECTED,abbottsplumbingfl.com
abcairandheat_com__utm_source_google_utm_medium_or.png,LEAD,abcairandheat.com..utm.source.google.utm.medium.or
abchomeandcommercial_com_orlando_pest_control.png,REJECTED,abchomeandcommercial.com.orlando.pest.control
abc_cleaninginc_com_oviedo_air_duct_cleaning__.png,REJECTED,abc.cleaninginc.com.oviedo.air.duct.cleaning..
aboveandbeyondhvacfl_com.png,LEAD,aboveandbeyondhvacfl.com
absolutebestplumbing_com.png,LEAD,absolutebestplumbing.com
accountantorlandofl_com.png,REJECTED,accountantorlandofl.com
accountingfirmcpa_com.png,REJECTED,accountingfirmcpa.com
accountor_cpa_near_me_florida_fl_accounting_and_bo.png,REJECTED,accountor.cpa.near.me.florida.fl.accounting.and.bo
accpressurewashing_net.png,LEAD,accpressurewashing.net
accurateelectricfl_com.png,LEAD,accurateelectricfl.com
acdcstatewide_com.png,REJECTED,acdcstatewide.com
acehandymanservices_com_offices_lakeland.png,REJECTED,acehandymanservices.com.offices.lakeland
acehomeremodel_com__utm_source_gbp_utm_medium_loca.png,REJECTED,acehomeremodel.com..utm.source.gbp.utm.medium.loca
acesolvesitall_com.png,LEAD,acesolvesitall.com
acheatpros_com.png,LEAD,acheatpros.com
acquabluepools_com.png,REJECTED,acquabluepools.com
acshomeservices_com_lakeland.png,REJECTED,acshomeservices.com.lakeland
acshomeservices_com_tampa_air_conditioning_plumbin.png,REJECTED,acshomeservices.com.tampa.air.conditioning.plumbin
advancedacnow_com.png,REJECTED,advancedacnow.com
advancedpestrelatedservices_com.png,REJECTED,advancedpestrelatedservices.com
advocaterestorationfl_com.png,REJECTED,advocaterestorationfl.com
aecoolingservices_com.png,REJECTED,aecoolingservices.com
aerotekelectricalsvc_jobbersites_com.png,REJECTED,aerotekelectricalsvc.jobbersites.com
affirmaccounting_com_contact_us.png,LEAD,affirmaccounting.com.contact.us
affordable_wildlife_control__critter_removal_webno.png,REJECTED,affordable.wildlife.control..critter.removal.webno
ahavaconstruction_com.png,REJECTED,ahavaconstruction.com
airdrs_com.png,LEAD,airdrs.com
airprosusa_com_orlando__utm_source_organic_utm_med.png,LEAD,airprosusa.com.orlando..utm.source.organic.utm.med
airtechcfl_com.png,REJECTED,airtechcfl.com
airwavescomfort_com.png,REJECTED,airwavescomfort.com
air_conomics_com.png,REJECTED,air.conomics.com
akelectricalfl_com.png,LEAD,akelectricalfl.com
alansairconditioning_com.png,LEAD,alansairconditioning.com
alansroofinginc_com_service_area_brooksville_flori.png,LEAD,alansroofinginc.com.service.area.brooksville.flori
allaboutplumbingoforlando_com.png,REJECTED,allaboutplumbingoforlando.com
allaroundelectricfl_org.png,LEAD,allaroundelectricfl.org
allbugspestcontrolfl_com.png,LEAD,allbugspestcontrolfl.com
allcountyfl_com.png,REJECTED,allcountyfl.com
allelectric_com.png,LEAD,allelectric.com
allinconstruction_com.png,REJECTED,allinconstruction.com
alloutelectric_net.png,REJECTED,alloutelectric.net
allpestoff_com.png,REJECTED,allpestoff.com
allphasesec_com.png,REJECTED,allphasesec.com
allphase_electric_com__utm_source_omg_gbp_utm_medi.png,REJECTED,allphase.electric.com..utm.source.omg.gbp.utm.medi
allprocoolingfl_com.png,REJECTED,allprocoolingfl.com
allprofl_com.png,REJECTED,allprofl.com
allproplumbing_org.png,REJECTED,allproplumbing.org
allproroofingllc_com.png,REJECTED,allproroofingllc.com
allserviceselectricfl_com.png,REJECTED,allserviceselectricfl.com
alltimeremodel_com.png,LEAD,alltimeremodel.com
alluneedpest_com.png,REJECTED,alluneedpest.com
almightycooling_com.png,REJECTED,almightycooling.com
alpinehomeservices_com.png,REJECTED,alpinehomeservices.com
alpinemar_com__utm_source_google_gmb_utm_medium_lo.png,REJECTED,alpinemar.com..utm.source.google.gmb.utm.medium.lo
altamontespringspools_com.png,REJECTED,altamontespringspools.com
altechelectric_com.png,REJECTED,altechelectric.com
al_airfl_com__utm_source_omg_gbp_utm_medium_webcli.png,REJECTED,al.airfl.com..utm.source.omg.gbp.utm.medium.webcli
amazonroofing_com.png,REJECTED,amazonroofing.com
americanairrepairllc_com__utm_source_omg_gbp_utm_m.png,REJECTED,americanairrepairllc.com..utm.source.omg.gbp.utm.m
americanroofing_construction_winter_haven.png,REJECTED,americanroofing.construction.winter.haven
americas_tax_com.png,LEAD,americas.tax.com
americatoproofing_com.png,REJECTED,americatoproofing.com
amnscleaning_com.png,REJECTED,amnscleaning.com
amplifiedelectricinc_com.png,REJECTED,amplifiedelectricinc.com
amremodelingflorida_com.png,LEAD,amremodelingflorida.com
amsairductcleaning_com.png,REJECTED,amsairductcleaning.com
amysplumbing_com__utm_source_google_utm_medium_org.png,REJECTED,amysplumbing.com..utm.source.google.utm.medium.org
andservices_com_air_conditioning_lakeland_ac_repai.png,REJECTED,andservices.com.air.conditioning.lakeland.ac.repai
anrlandscaping_com_services_01.png,REJECTED,anrlandscaping.com.services.01
antipesto_com_lakeland_fl_pest_control_utm_source_.png,REJECTED,antipesto.com.lakeland.fl.pest.control.utm.source.
anyhousecleaning_com.png,REJECTED,anyhousecleaning.com
aoroofingservices_com.png,REJECTED,aoroofingservices.com
aowagnerfl_com.png,REJECTED,aowagnerfl.com
apcroofing_com.png,LEAD,apcroofing.com
apdrainservice_com.png,REJECTED,apdrainservice.com
apexesllc_com.png,LEAD,apexesllc.com
apexfl_com.png,REJECTED,apexfl.com
apexfl_com__utm_source_google_utm_medium_organic_u.png,REJECTED,apexfl.com..utm.source.google.utm.medium.organic.u
apgorlando_com.png,REJECTED,apgorlando.com
aplumberflorida_com.png,REJECTED,aplumberflorida.com
appleac_com.png,REJECTED,appleac.com
apsorl_com.png,LEAD,apsorl.com
aptivepestcontrol_com_locations_florida_fl_orlando.png,REJECTED,aptivepestcontrol.com.locations.florida.fl.orlando
aquaburstpools_com.png,REJECTED,aquaburstpools.com
aquacarefl_com.png,REJECTED,aquacarefl.com
aquacleaningfl_com.png,REJECTED,aquacleaningfl.com
aquaticsconnect_com_avon_park_services_vendors_sap.png,LEAD,aquaticsconnect.com.avon.park.services.vendors.sap
aquaticsconnect_com_lakeland_services_vendors_lake.png,LEAD,aquaticsconnect.com.lakeland.services.vendors.lake
aquaticsconnect_com_mulberry_services_vendors_back.png,LEAD,aquaticsconnect.com.mulberry.services.vendors.back
aquaticsconnect_com_orlando_services_vendors_msc_p.png,LEAD,aquaticsconnect.com.orlando.services.vendors.msc.p
aquaticsconnect_com_winter_garden_services_vendors.png,LEAD,aquaticsconnect.com.winter.garden.services.vendors
arborcrestinc_com.png,REJECTED,arborcrestinc.com
arevelationremodeling_com.png,REJECTED,arevelationremodeling.com
ariseone_us.png,LEAD,ariseone.us
armorprotects_com.png,REJECTED,armorprotects.com
armyofmaids_com.png,REJECTED,armyofmaids.com
arrowservices_com_branch_offices_altamonte_florida.png,REJECTED,arrowservices.com.branch.offices.altamonte.florida
arrowservices_com_branch_offices_winter_haven__utm.png,REJECTED,arrowservices.com.branch.offices.winter.haven..utm
asbuiltroofing_com.png,REJECTED,asbuiltroofing.com
associatedelectric_com.png,REJECTED,associatedelectric.com
asteppingstoneac_com.png,REJECTED,asteppingstoneac.com
astronomicallandscaping_com.png,REJECTED,astronomicallandscaping.com
atax_com_orlando_fl_dr_phillips.png,REJECTED,atax.com.orlando.fl.dr.phillips
atcjax_com.png,REJECTED,atcjax.com
atelectricllc_net.png,LEAD,atelectricllc.net
atlanticbeachpools_com_contact_happy_guys_pool_cle.png,REJECTED,atlanticbeachpools.com.contact.happy.guys.pool.cle
atlanticroofingandconstruction_com.png,REJECTED,atlanticroofingandconstruction.com
atlanticviewbuilders_com.png,REJECTED,atlanticviewbuilders.com
atlineelectric_com.png,LEAD,atlineelectric.com
atlineelectric_com__gmb.png,LEAD,atlineelectric.com..gmb
aulinhomes_com.png,REJECTED,aulinhomes.com
avatapest_com_altamonte_springs_pest_control__utm_.png,REJECTED,avatapest.com.altamonte.springs.pest.control..utm.
avecoinc_com.png,REJECTED,avecoinc.com
aventuslawgroup_com.png,REJECTED,aventuslawgroup.com
ayplumbingservices_com.png,REJECTED,ayplumbingservices.com
a_lumination_com.png,LEAD,a.lumination.com
baacpa_com.png,REJECTED,baacpa.com
backbonefl_com.png,REJECTED,backbonefl.com
bacpa_com.png,REJECTED,bacpa.com
bakerroofing_com_orlando_roofing_company.png,REJECTED,bakerroofing.com.orlando.roofing.company
bakers_outside_services_and_solutions_square_site.png,REJECTED,bakers.outside.services.and.solutions.square.site
baldwinaccountingcpa_com.png,REJECTED,baldwinaccountingcpa.com
baldwincocpa_com.png,REJECTED,baldwincocpa.com
baldwinparkroofers_com.png,REJECTED,baldwinparkroofers.com
baldwinroofing_com.png,REJECTED,baldwinroofing.com
ballardcustomhomes_com.png,REJECTED,ballardcustomhomes.com
baofficesupport_com.png,REJECTED,baofficesupport.com
barberjax_com.png,REJECTED,barberjax.com
barrsplumbingfl_com__utm_source_gbp_utm_medium_org.png,REJECTED,barrsplumbingfl.com..utm.source.gbp.utm.medium.org
baycityremodeling_com.png,REJECTED,baycityremodeling.com
bayonet_inc_com.png,REJECTED,bayonet.inc.com
bcoolair_com__utm_source_google_utm_medium_organic.png,REJECTED,bcoolair.com..utm.source.google.utm.medium.organic
bdo_com_locations_bdo_fort_lauderdale_utm_source_g.png,REJECTED,bdo.com.locations.bdo.fort.lauderdale.utm.source.g
beachesbookkeeping_com.png,REJECTED,beachesbookkeeping.com
beachesenergy_com.png,REJECTED,beachesenergy.com
beachestaxservices_com.png,REJECTED,beachestaxservices.com
bearelectricllc_com.png,REJECTED,bearelectricllc.com
beasleybryantcpa_com.png,REJECTED,beasleybryantcpa.com
beaversbugblasters_com.png,REJECTED,beaversbugblasters.com
bedbugexterminator_org_locations_winter_garden.png,REJECTED,bedbugexterminator.org.locations.winter.garden
beeryroofingandredesign_com.png,REJECTED,beeryroofingandredesign.com
beeseriousfl_com.png,REJECTED,beeseriousfl.com
bellplumbingcompany_com.png,REJECTED,bellplumbingcompany.com
belshawaccounting_com.png,REJECTED,belshawaccounting.com
benchmarkbuildinggroup_com.png,LEAD,benchmarkbuildinggroup.com
benitezdesignbuild_com.png,REJECTED,benitezdesignbuild.com
bestchoiceroofing_com_jacksonville__utm_source_gmb.png,REJECTED,bestchoiceroofing.com.jacksonville..utm.source.gmb
bestchoiceroofing_com_orlando_south.png,REJECTED,bestchoiceroofing.com.orlando.south
bestpestcontrol_site.png,LEAD,bestpestcontrol.site
besttreeandlandscaping_com.png,REJECTED,besttreeandlandscaping.com
bfarrcontracting_com.png,REJECTED,bfarrcontracting.com
bhmcpapa_com.png,REJECTED,bhmcpapa.com
bigfinpoolservice_com.png,REJECTED,bigfinpoolservice.com
bildservicesllc_com.png,REJECTED,bildservicesllc.com
biotechpestcontrol_com.png,LEAD,biotechpestcontrol.com
bkhmcpa_com.png,REJECTED,bkhmcpa.com
blacservice_com.png,REJECTED,blacservice.com
bladerunnersorlando_com.png,REJECTED,bladerunnersorlando.com
blauremodel_com.png,REJECTED,blauremodel.com
blessedelectric_net.png,REJECTED,blessedelectric.net
blueboxplumbing_com.png,LEAD,blueboxplumbing.com
bluecoldair_com.png,REJECTED,bluecoldair.com
bluesciences_com_service_areas_jacksonville__utm_s.png,REJECTED,bluesciences.com.service.areas.jacksonville..utm.s
bluesciences_com_service_areas_lakeland__utm_sourc.png,REJECTED,bluesciences.com.service.areas.lakeland..utm.sourc
bluesciences_com_service_areas_winter_garden__utm_.png,REJECTED,bluesciences.com.service.areas.winter.garden..utm.
bluestaraircon_com.png,REJECTED,bluestaraircon.com
bluestarroofinginc_com.png,REJECTED,bluestarroofinginc.com
bluewaterhousecleaning_com.png,REJECTED,bluewaterhousecleaning.com
bmwemplepools_com.png,REJECTED,bmwemplepools.com
boldcityroofing_com.png,REJECTED,boldcityroofing.com
boltroofingfl_com__utm_source_google_utm_medium_we.png,REJECTED,boltroofingfl.com..utm.source.google.utm.medium.we
book_housecallpro_com.png,REJECTED,book.housecallpro.com
boyselectrical_com.png,REJECTED,boyselectrical.com
bpbcpa_com.png,REJECTED,bpbcpa.com
bprinc_com.png,LEAD,bprinc.com
bradford_roofing_com.png,REJECTED,bradford.roofing.com
brandonpest_com.png,REJECTED,brandonpest.com
breathemaids_com_orlando.png,REJECTED,breathemaids.com.orlando
breathemaids_com_winter_garden.png,REJECTED,breathemaids.com.winter.garden
brehmroofing_com_windermere_florida.png,REJECTED,brehmroofing.com.windermere.florida
brianpestcontrol_com.png,REJECTED,brianpestcontrol.com
brightwaterfl_com__utm_source_gbp_utm_medium_websi.png,REJECTED,brightwaterfl.com..utm.source.gbp.utm.medium.websi
brightwaterplumbingorlando_com.png,REJECTED,brightwaterplumbingorlando.com
brintonfairchild_com.png,REJECTED,brintonfairchild.com
britestonepowerwash_com.png,REJECTED,britestonepowerwash.com
brodietax_com.png,REJECTED,brodietax.com
broombroomcleaning_com.png,REJECTED,broombroomcleaning.com
brownbrowncpas_com.png,REJECTED,brownbrowncpas.com
browns_solutions_com.png,REJECTED,browns.solutions.com
bticpa_com.png,REJECTED,bticpa.com
budgetlineroofing_com.png,REJECTED,budgetlineroofing.com
bugsavvy_com.png,REJECTED,bugsavvy.com
build_serve_com.png,REJECTED,build.serve.com
builtbyjasper_com_contact.png,REJECTED,builtbyjasper.com.contact
builtbyjmi_com.png,REJECTED,builtbyjmi.com
builtbymayfield_com.png,LEAD,builtbymayfield.com
builtbysquare1_com.png,REJECTED,builtbysquare1.com
burnesroofing_com.png,LEAD,burnesroofing.com
burnsflooringanddesign_com.png,REJECTED,burnsflooringanddesign.com
businessconsultingi_com.png,REJECTED,businessconsultingi.com
c2cpressurefl_com.png,REJECTED,c2cpressurefl.com
c2pa_com.png,REJECTED,c2pa.com
cabocleaningservices_com.png,REJECTED,cabocleaningservices.com
callacs_com.png,REJECTED,callacs.com
callresail_com.png,REJECTED,callresail.com
callthecommander_com.png,REJECTED,callthecommander.com
calltitanz_com.png,LEAD,calltitanz.com
candjtaxaccounting_com.png,REJECTED,candjtaxaccounting.com
cardinaltax_net.png,REJECTED,cardinaltax.net
casainteriors_us.png,REJECTED,casainteriors.us
cassadyelectricinc_com.png,LEAD,cassadyelectricinc.com
casselberrypools_com.png,REJECTED,casselberrypools.com
casselberry_kibastudios_com.png,REJECTED,casselberry.kibastudios.com
cbh_com_locations_cpa_accounting_firm_in_fort_laud.png,REJECTED,cbh.com.locations.cpa.accounting.firm.in.fort.laud
cbh_com_locations_cpa_accounting_firm_in_orlando_f.png,REJECTED,cbh.com.locations.cpa.accounting.firm.in.orlando.f
cbiz_com_locations_fort_lauderdale_florida_utm_sou.png,REJECTED,cbiz.com.locations.fort.lauderdale.florida.utm.sou
ccoutdoorsfl_com.png,REJECTED,ccoutdoorsfl.com
cc_carpetcare_com.png,REJECTED,cc.carpetcare.com
cdec_inc_com_index_html.png,LEAD,cdec.inc.com.index.html
cedarcreekroof_com.png,REJECTED,cedarcreekroof.com
centennialtax_com.png,REJECTED,centennialtax.com
centerstateelectric_com.png,REJECTED,centerstateelectric.com
centflo_com.png,REJECTED,centflo.com
centralairofflorida_com.png,REJECTED,centralairofflorida.com
centralfloridaelectrician_com.png,REJECTED,centralfloridaelectrician.com
centralfloridapoolandspa_com.png,REJECTED,centralfloridapoolandspa.com
centralfloridaroofingllc_com.png,REJECTED,centralfloridaroofingllc.com
centralfloridatax_com.png,REJECTED,centralfloridatax.com
centralhomesroofing_com_longwood.png,REJECTED,centralhomesroofing.com.longwood
certifiedpoolpros_com_pool_service_lake_mary__utm_.png,REJECTED,certifiedpoolpros.com.pool.service.lake.mary..utm.
certifiedroofers_com.png,REJECTED,certifiedroofers.com
certifiedroofingsolutionsllc_com.png,REJECTED,certifiedroofingsolutionsllc.com
cfebuilders_com.png,REJECTED,cfebuilders.com
cfexterior_com.png,REJECTED,cfexterior.com
cfltaxpro_com.png,REJECTED,cfltaxpro.com
chadscleancutlawns_com.png,REJECTED,chadscleancutlawns.com
chappelleroofing_com_location_north_port.png,REJECTED,chappelleroofing.com.location.north.port
chappelleroofing_com_location_sarasota.png,REJECTED,chappelleroofing.com.location.sarasota
chaseroofing_com_tampa_roofing.png,REJECTED,chaseroofing.com.tampa.roofing
